"gbif.species","db.species","RLcat.europe","RL.catEU27","endemic.europe","endemic.eu","endemic","eu.assessment","note","check","kingdom","phylum","class","order","family","genus","gbif.species.id","EUSpecies","common.name","excluded","exclusion.reason","Species.Zoo.global","Species.Zoo.EU","Genus.Zoo.Global","NrIndivGlobal","NrIndivEU","MaxPopSizeEU","SecondMaxPopSizeEU","NrZoosGlobal","NrZoosEU","NrSustPopGlobal","NrSustPopEU","SustMetaPopGlobal","SustMetaPopEU","VC.category","perc.target.met.in.PAs.and.N2K","Representation.target.perc","Area.in.EU28.km2","db.subspecies","db.species.merged","TargetAreakm2","ProtectedAreakm2","Gap.km2","EEP","ESB","RLExsitu","RLExsituNeeded","Aark","Aze","ED.score","EDGE","ED.score.related","related.species","EDGE.Species","reason","Bodymass.g","THR_CCH","THR","LevelBreeding"
"Galerida theklae","Galerida theklae","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Galerida",9330514,1,"Thekla Lark","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",275.46,10,394455.5,NA,"Galerida theklae",39445.55,108656.71203,0,0,0,0,0,0,0,5.643283,0,NA,NA,NA,NA,38.2,0,0,2
"Gallinago gallinago","Gallinago gallinago","VU","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago",2481819,1,"Common Snipe","0",NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,"L",306.67,10,2409323.38,NA,"Gallinago gallinago",240932.338,738867.2009446,0,0,0,0,0,0,0,7.597221533,0,NA,NA,NA,NA,105,0,0,3
"Gallinula chloropus","Gallinula chloropus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula",5228199,1,"Common Moorhen","0",NA,1,1,0,103,41,25,6,28,6,0,0,1,0,"L",245.25,10,3637934.13,NA,"Gallinula chloropus",363793.413,892203.3453825,0,0,0,0,0,0,0,8.64820824,0,NA,NA,NA,NA,343.5,0,0,4
"Gallotia atlantica","Gallotia atlantica","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Gallotia",2468656,1,"Atlantic Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,58.98,81.38,2592.27,NA,"Gallotia atlantica",2109.589326,1244.2357844748,865.3535415252,0,0,0,0,0,0,17.12838433,0,NA,NA,NA,NA,NA,0,0,2
"Gallotia auaritae","Gallotia auaritae","CR","CR","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Gallotia",2468672,1,"La Palma Giant Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,16.95,100,459.18,NA,"Gallotia auaritae",459.18,77.83101,381.34899,0,0,0,0,0,0,15.0762954,1,NA,NA,NA,NA,NA,1,1,2
"Gallotia bravoana","Gallotia bravoana","CR","CR","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Gallotia",7872185,1,"La Gomera Giant Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,55.42,100,52.87,NA,"Gallotia bravoana",52.87,29.300554,23.569446,0,0,1,0,0,0,13.57533144,1,NA,NA,NA,NA,NA,1,1,2
"Gallotia caesaris","Gallotia caesaris","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Gallotia",2468663,1,"Boettger's Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,58.47,100,713.02,NA,"Gallotia caesaris",713.02,416.902794,296.117206,0,0,0,0,0,0,14.66361242,0,NA,NA,NA,NA,NA,0,0,2
"Gallotia galloti","Gallotia galloti","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Gallotia",8682680,1,"Tenerife Lizard","0",NA,1,1,0,14,7,3,1,5,3,0,0,0,0,NA,59.9,100,0.1,"insulanagae","Gallotia galloti",0.1,0.0599,0.0401,0,0,0,0,0,0,14.68356101,0,NA,NA,NA,NA,NA,0,0,4
"Gallotia intermedia","Gallotia intermedia","CR","CR","Yes","Yes","Yes","eu27",NA,"tax level too high 2","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Gallotia",NA,1,"Tenerife Speckled Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,61.1,100,139.22,NA,"Gallotia intermedia",139.22,85.06342,54.15658,0,0,0,0,0,0,14.5666458,1,NA,NA,NA,NA,NA,1,1,2
"Gallotia simonyi","Gallotia simonyi","CR","CR","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Gallotia",2468673,1,"El Hierro Giant Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,59.51,100,76.57,NA,"Gallotia simonyi",76.57,45.566807,31.003193,0,0,1,0,0,0,13.91050278,1,NA,NA,NA,NA,NA,1,1,2
"Gallotia stehlini","Gallotia stehlini","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Gallotia",2468651,1,"Gran Canaria Giant Lizard","0",NA,1,1,0,6,6,3,0,2,2,0,0,0,0,NA,63.65,90.43,1631.97,NA,"Gallotia stehlini",1475.790471,939.3406347915,536.4498362085,0,0,0,0,0,0,19.37095198,0,NA,NA,NA,NA,NA,0,0,4
"Garrulus glandarius","Garrulus glandarius","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Corvidae","Garrulus",5229493,1,"Eurasian Jay","0",NA,1,1,0,33,25,5,3,21,15,0,0,0,0,"H",262.42,10,4065621.59,NA,"Garrulus glandarius",406562.159,1066900.4176478,0,0,0,0,0,0,0,7.708805729,0,NA,NA,NA,NA,159.75,1,0,4
"Gavia arctica","Gavia arctica","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2481959,1,"Arctic Loon","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",229.92,10,943693.68,NA,"Gavia arctica",94369.368,216974.0509056,0,0,0,0,0,0,0,29.647734,0,NA,NA,NA,NA,3079.5,0,0,2
"Gavia immer","Gavia immer","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2481962,1,"Common Loon","0",NA,1,0,0,20,0,NA,NA,1,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,20.942715,0,NA,NA,NA,NA,4980,0,0,3
"Gavia stellata","Gavia stellata","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2481958,1,"Red-throated Loon","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",274.38,10,675882.79,NA,"Gavia stellata",67588.279,185448.7199202,0,0,0,0,0,0,0,49.484481,0,NA,NA,NA,NA,1486,1,0,2
"Genetta genetta","Genetta genetta","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Viverridae","Genetta",5219362,1,"Common Genet","0",NA,1,1,0,86,42,3,2,42,26,0,0,0,0,NA,300.29,10,819874.05,NA,"Genetta genetta",81987.405,246199.9784745,0,0,0,0,0,0,0,8.478049804,0,NA,NA,NA,NA,1756.17,0,0,4
"Glareola nordmanni","Glareola nordmanni","LC","RE",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","Glareola",2480758,1,"Black-winged Pratincole","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",348.17,10,31200.09,NA,"Glareola nordmanni",3120.009,10862.9353353,0,0,0,0,0,0,0,4.501643,0,NA,NA,NA,NA,97.2,1,1,2
"Glareola pratincola","Glareola pratincola","LC","NT",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","Glareola",2480757,1,"Collared Pratincole","0",NA,1,1,0,48,14,11,2,5,3,0,0,0,0,"L",246.11,10,277562.48,NA,"Glareola pratincola",27756.248,68310.9019528,0,0,0,0,0,0,0,4.503907,0,NA,NA,NA,NA,84.9,0,0,4
"Glaucidium passerinum","Glaucidium passerinum","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Strigiformes","Strigidae","Glaucidium",5232162,1,"Eurasian Pygmy-owl","0",NA,1,1,0,7,2,1,0,5,2,0,0,0,0,"L",169.64,10,1217878.37,NA,"Glaucidium passerinum",121787.837,206600.8866868,0,0,0,0,0,0,0,7.381268025,0,NA,NA,NA,NA,58.5,0,0,4
"Glis glis","Glis glis","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Glis",5706486,1,"Edible Dormouse","0",NA,1,1,0,60,38,24,5,12,7,0,0,0,0,NA,386.73,10,2262880.01,NA,"Glis glis",226288.001,875123.5862673,0,0,0,0,0,0,0,28.30358726,0,NA,NA,NA,NA,128.09,0,0,4
"Globicephala melas","Globicephala melas","DD","DD",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Globicephala",2440596,1,"Long-finned Pilot Whale","1","cetacean",0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,9.0532662,0,NA,NA,NA,NA,8e+05,0,0,2
"Grampus griseus","Grampus griseus","DD","DD",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Grampus",5220027,1,"Risso's Dolphin","1","cetacean",1,0,0,5,0,NA,NA,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,8.772989936,0,NA,NA,NA,NA,387500,0,0,3
"Grus grus","Grus grus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gruiformes","Gruidae","Grus",2474950,1,"Common Crane","0",NA,1,1,0,160,104,9,5,72,45,0,0,1,1,"H",235.79,10,1297424.27,NA,"Grus grus",129742.427,305919.6686233,0,0,0,0,0,0,0,5.925404,0,NA,NA,NA,NA,5500,1,0,4
"Gulo gulo","Gulo gulo","VU","VU",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Gulo",5219073,1,"Wolverine","0",NA,1,1,0,128,85,4,3,57,41,0,0,1,0,NA,260.32,10,311563.62,NA,"Gulo gulo",31156.362,81106.2415584,0,1,0,0,0,0,0,13.31488526,0,NA,NA,NA,NA,12792.49,1,1,4
"Gymnoris xanthocollis","Gymnoris xanthocollis","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Passeridae","Gymnoris",6100968,1,"Chestnut-shouldered Bush-sparrow","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,9.121617631,0,NA,NA,NA,NA,18.1,0,0,1
"Gypaetus barbatus","Gypaetus barbatus","NT","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gypaetus",2480649,1,"Bearded Vulture","0",NA,1,1,0,101,61,4,3,40,27,0,0,1,0,"H",545.12,10,84529.7,NA,"Gypaetus barbatus",8452.97,46078.830064,0,1,0,0,0,0,0,18.35021232,0,NA,NA,NA,NA,5695,1,1,4
"Gyps fulvus","Gyps fulvus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps",2480389,1,"Griffon Vulture","0",NA,1,1,0,667,454,16,14,129,91,0,0,1,1,"H",303.92,10,427807.16,NA,"Gyps fulvus",42780.716,130019.1520672,0,0,1,0,0,0,0,4.198776,0,NA,NA,NA,NA,7436,1,0,4
"Haematopus ostralegus","Haematopus ostralegus","VU","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus",7788295,1,"Eurasian Oystercatcher","0",NA,1,1,0,109,88,10,5,41,33,0,0,1,0,"H",266.54,10,1012534.05,NA,"Haematopus ostralegus",101253.405,269880.825687,0,0,0,0,0,0,0,6.38296,0,NA,NA,NA,NA,526,1,1,4
"Haliaeetus albicilla","Haliaeetus albicilla","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus",2480449,1,"White-tailed Sea-eagle","0",NA,1,1,0,285,129,11,10,88,47,0,0,1,1,"H",385.76,10,613887.75,NA,"Haliaeetus albicilla",61388.775,236813.33844,0,1,0,0,0,0,0,7.196711,0,NA,NA,NA,NA,4793,1,0,4
"Halichoerus grypus","Halichoerus grypus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Halichoerus",2434806,1,"Grey Seal","0",NA,1,1,0,97,73,5,4,35,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,7.409660087,0,NA,NA,NA,NA,197570,0,0,4
"Hellenolacerta graeca","Hellenolacerta graeca","NT","NT","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Hellenolacerta",5789567,1,"Greek Rock Lizard","0",NA,1,1,0,1,1,1,0,1,1,0,0,0,0,"H",55.57,40.13,21397.18,NA,"Hellenolacerta graeca",8586.688334,4771.6227072038,3815.0656267962,0,0,0,0,0,0,27.07530266,0,NA,NA,NA,NA,NA,1,0,4
"Hemidactylus turcicus","Hemidactylus turcicus","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Hemidactylus",5221528,1,"Turkish Gecko","0",NA,1,1,0,10,5,5,0,5,1,0,0,0,0,"L",237.96,10,617480.7,NA,"Hemidactylus turcicus",61748.07,146935.707372,0,0,0,0,0,0,0,11.4457679,0,NA,NA,NA,NA,NA,0,0,4
"Hemorrhois hippocrepis","Hemorrhois hippocrepis","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Hemorrhois",2459023,1,"Horseshoe Whip Snake","0",NA,1,1,0,4,4,4,0,1,1,0,0,0,0,"L",278.78,10,340812.18,NA,"Hemorrhois hippocrepis",34081.218,95011.6195404,0,0,0,0,0,0,0,9.111831787,0,NA,NA,NA,NA,NA,0,0,4
"Hemorrhois nummifer","Hemorrhois nummifer","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Hemorrhois",2459015,1,"Coin-marked Snake","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",328.92,10,9937.65,NA,"Hemorrhois nummifer",993.765,3268.691838,0,0,0,0,0,0,0,8.808654425,0,NA,NA,NA,NA,NA,0,0,2
"Herpestes ichneumon","Herpestes ichneumon","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Herpestidae","Herpestes",2434255,1,"Egyptian Mongoose","0",NA,1,1,0,13,5,2,1,5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,10.70600498,0,NA,NA,NA,NA,2980.02,0,0,4
"Hieraaetus pennatus","Hieraaetus pennatus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Hieraaetus",2480685,1,"Booted Eagle","0",NA,1,1,0,34,24,4,3,17,10,0,0,0,0,"L",448.3,10,899992.92,NA,"Hieraaetus pennatus",89999.292,403466.826036,0,0,0,0,0,0,0,4.71535,0,NA,NA,NA,NA,834.5,0,0,4
"Hierophis gemonensis","Hierophis gemonensis","LC","LC","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Hierophis",2458928,1,"Balkan Whip Snake","0",NA,1,1,0,3,3,3,0,1,1,0,0,0,0,"L",213.14,13.32,84379.06,NA,"Hierophis gemonensis",11239.290792,23955.4243940688,0,0,0,0,0,0,0,7.729621644,0,NA,NA,NA,NA,NA,0,0,4
"Hierophis viridiflavus","Hierophis viridiflavus","LC","LC","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Hierophis",2458916,1,"Western Whip Snake","0",NA,1,1,0,5,4,3,1,3,2,0,0,0,0,"L",242.02,100,670768.85,NA,"Hierophis gyarosensis, Hierophis viridiflavus",670768.85,1623394.77077,0,0,0,0,0,0,0,7.532383926,0,NA,NA,NA,NA,NA,0,0,4
"Himantopus himantopus","Himantopus himantopus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus",5229126,1,"Black-winged Stilt","0",NA,1,1,0,485,271,42,17,95,47,0,0,1,1,"L",352.35,10,621161.59,NA,"Himantopus himantopus",62116.159,218866.2862365,0,0,0,0,0,0,0,8.244496,0,NA,NA,NA,NA,161,0,0,4
"Hippolais icterina","Hippolais icterina","LC","LC","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Hippolais",2493220,1,"Icterine Warbler","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",257.97,10,2200017.35,NA,"Hippolais icterina",220001.735,567538.4757795,0,0,0,0,0,0,0,7.252672,0,NA,NA,NA,NA,13.2,0,0,1
"Hippolais olivetorum","Hippolais olivetorum","LC","LC","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Hippolais",2493219,1,"Olive-tree Warbler","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",324.16,10,143632.43,NA,"Hippolais olivetorum",14363.243,46559.8885088,0,0,0,0,0,0,0,7.932085,0,NA,NA,NA,NA,17.5,0,0,1
"Hippolais polyglotta","Hippolais polyglotta","LC","LC","Yes","Yes*","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Hippolais",2493214,1,"Melodious Warbler","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",241.29,10,1304882.5,NA,"Hippolais polyglotta",130488.25,314855.098425,0,0,0,0,0,0,0,7.252672,0,NA,NA,NA,NA,11,0,0,1
"Hirundo rustica","Hirundo rustica","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo",9515886,1,"Barn Swallow","0",NA,1,1,0,28,25,18,4,6,4,0,0,0,0,"L",217.99,10,4307932.4,NA,"Hirundo rustica",430793.24,939086.183876,0,0,0,0,0,0,0,3.334829,0,NA,NA,NA,NA,17.9833333333333,0,0,4
"Hydrobates pelagicus","Hydrobates pelagicus","LC","LC","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Hydrobates",4408455,1,"European Storm-petrel","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",300.8,14.61,78974.81,NA,"Hydrobates pelagicus",11538.219741,34706.964980928,0,0,0,0,0,0,0,12.9118464,0,NA,NA,NA,NA,25.2,1,0,1
"Hydroprogne caspia","Hydroprogne caspia","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne",2481236,1,"Caspian Tern","0",NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,"L",152.16,10,96107.83,NA,"Sterna caspica",9610.783,14623.7674128,0,0,0,0,0,0,0,5.342494583,0,NA,NA,NA,NA,655,0,0,3
"Hyla arborea","Hyla arborea","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Hylidae","Hyla",2427573,1,"European Tree Frog","0",NA,1,1,0,199,144,55,15,23,19,0,0,1,1,"L",374.52,10,2252434.32,NA,"Hyla arborea",225243.432,843581.7015264,0,0,0,0,0,0,0,14.09959716,0,NA,NA,NA,NA,NA,0,0,4
"Hyla intermedia","Hyla intermedia","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Hylidae","Hyla",2427598,1,"Italian Tree Frog","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",252.22,10,247000.29,NA,"Hyla intermedia",24700.029,62298.4131438,0,0,0,0,0,0,0,12.73514101,0,NA,NA,NA,NA,NA,0,0,2
"Hyla meridionalis","Hyla meridionalis","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Hylidae","Hyla",2427555,1,"Mediterranean Tree Frog","0",NA,1,1,0,1,1,1,0,1,1,0,0,0,0,"L",301.75,10,304360.05,NA,"Hyla meridionalis",30436.005,91840.6450875,0,0,0,0,0,0,0,18.13282974,0,NA,NA,NA,NA,NA,0,0,4
"Hyla sarda","Hyla sarda","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Hylidae","Hyla",2427563,1,"Tyrrhenian Tree Frog","0",NA,1,0,0,5,0,NA,NA,1,0,0,0,0,0,"L",50.24,32.87,31031.77,NA,"Hyla sarda",10200.142799,5124.5517422176,5075.5910567824,0,0,0,0,0,0,13.38138792,0,NA,NA,NA,NA,NA,0,0,3
"Hyla savignyi","Hyla savignyi","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Hylidae","Hyla",2427599,1,NA,"0",NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,"L",451.24,10,9154.2,NA,"Hyla savignyi",915.42,4130.741208,0,0,0,0,0,0,0,13.51800547,0,NA,NA,NA,NA,NA,0,0,3
"Hyperoodon ampullatus","Hyperoodon ampullatus","DD","DD",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Cetacea","Hyperoodontidae","Hyperoodon",5220013,1,"Northern Bottlenose Whale","1","cetacean",0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,11.98704091,0,NA,NA,NA,NA,3393361.08,0,0,1
"Hypsugo savii","Hypsugo savii","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Hypsugo",7261861,1,"Savi's Pipistrelle","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,300.16,10,1237846.49,NA,"Pipistrellus savii",123784.649,371552.0024384,0,0,0,0,0,0,0,8.636180954,0,NA,NA,NA,NA,5.93375,0,0,1
"Hystrix cristata","Hystrix cristata","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Hystricidae","Hystrix",5219888,1,"Crested Porcupine","0",NA,1,1,0,297,130,10,9,89,42,0,0,1,1,NA,228.41,10,161251.58,NA,"Hystrix cristata",16125.158,36831.4733878,0,0,0,0,0,0,0,9.461340993,0,NA,NA,NA,NA,13406.27,0,0,4
"Iberolacerta aranica","Iberolacerta aranica","EN","EN","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",7837038,1,"Aran Rock Lizard","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",76.2,100,692.33,NA,"Iberolacerta aranica",692.33,527.55546,164.77454,0,0,0,0,0,0,13.6948883,1,NA,NA,NA,NA,NA,1,1,1
"Iberolacerta aurelioi","Iberolacerta aurelioi","EN","EN","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",2468520,1,"Aurelio's Rock Lizard","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",98.39,100,626.36,NA,"Iberolacerta aurelioi",626.36,616.275604,10.084396,0,0,0,0,0,0,14.08076454,1,NA,NA,NA,NA,NA,1,1,1
"Iberolacerta bonnali","Iberolacerta bonnali","NT","NT","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",2468525,1,"Pyrenean Rock Lizard","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",114.21,76.74,3288.06,NA,"Lacerta bonnali",2523.257244,2881.8120983724,0,0,0,0,0,0,0,13.70242888,0,NA,NA,NA,NA,NA,1,0,1
"Iberolacerta cyreni","Iberolacerta cyreni","EN","EN","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",2468503,1,NA,"0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",139.46,44.85,16809.09,NA,"Iberolacerta cyreni",7538.876865,10513.717675929,0,0,0,0,0,0,0,13.22039709,1,NA,NA,NA,NA,NA,1,1,1
"Iberolacerta galani","Iberolacerta galani","NT","NT","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",2468522,1,"Galan's Rock Lizard","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",31.09,63.03,6629.99,NA,"Iberolacerta galani",4178.882697,1299.2146304973,2879.6680665027,0,0,0,0,0,0,13.23753089,0,NA,NA,NA,NA,NA,1,0,1
"Iberolacerta horvathi","Iberolacerta horvathi","NT","NT","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",2468506,1,"Horvath's Rock Lizard","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",245.81,17.57,67874.36,NA,"Iberolacerta horvathi",11925.525052,29314.1331303212,0,0,0,0,0,0,0,18.65572485,0,NA,NA,NA,NA,NA,1,0,1
"Iberolacerta martinezricai","Iberolacerta martinezricai","CR","CR","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",2468518,1,NA,"0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",68.61,100,522.4,NA,"Iberolacerta martinezricai",522.4,358.41864,163.98136,0,0,0,1,0,0,13.23849687,1,NA,NA,NA,NA,NA,1,1,1
"Iberolacerta monticola","Iberolacerta monticola","VU","VU","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",2468511,1,"Iberian Rock Lizard","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",113.35,38.09,23761.42,NA,"Lacerta monticola",9050.724878,10258.996649213,0,0,0,0,0,0,0,13.23112252,1,NA,NA,NA,NA,NA,1,1,1
