"gbif.species","class","excluded","exclusion.reason","redlist.eu","endemic.europe.final","vuln.clim.change","perc.target.met.in.PAs.and.N2K","zoo.global","zoo.eu","genus.zoo.global","pop.zoo.eu","breeding.expertise","ed.value","ed.value.adjust","cost.captive","cost.wild","overlap.sum","cost.wild.adjust","Ki","Ai","Ii","Gi","ev.wild","ev.zoo","ev.both","ev.nothing","benefit.wild","benefit.zoo","benefit.both","cost.benefit.wild","cost.benefit.zoo","cost.benefit.both","net.strategy","cost.net.strategy","rank1.ben","rank2.ben.ed","rank3.costben","rank4.costben.ed"
"Balaenoptera borealis","Mammalia",1,"no data on PAs","EN",NA,NA,NA,0,0,0,0,1,18.74401536,NA,4281715.54271392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Balaenoptera musculus","Mammalia",1,"no data on PAs","EN",NA,NA,NA,0,0,0,0,1,21.21643663,NA,8289865.28971641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Branta bernicla","Aves",1,"no data on PAs","LC",NA,"H",NA,1,1,0,38,4,5.003074322,NA,38720.7638317373,NA,69.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Branta ruficollis","Aves",1,"no data on PAs","VU","Yes","H",NA,1,1,0,382,4,4.979970379,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris alpina","Aves",1,"PA data only available for subspecies","LC",NA,"H",156.31,1,1,0,1,4,11.21800889,NA,59882.0488537285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calidris ferruginea","Aves",1,"no data on PAs","VU",NA,"L",NA,1,0,0,0,3,13.67052078,NA,60551.4341061166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chalcides simonyi","Reptilia",1,"no data on PAs","EN","Yes",NA,NA,0,0,1,0,2,10.78217,NA,6743000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charadrius leschenaultii","Aves",1,"no data on PAs","CR",NA,"L",NA,0,0,1,0,2,8.150293,NA,60704.6120715913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlamydotis undulata","Aves",1,"no data on PAs","VU",NA,"H",NA,1,0,0,0,3,17.0438775,NA,62574.8728895026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columba palumbus","Aves",1,"PA data only available for subspecies","LC","Yes","H",23.4,1,1,0,52,4,5.421109,NA,29691.0714659507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cursorius cursor","Aves",1,"no data on PAs","NT",NA,"H",NA,1,0,0,0,3,7.868104,NA,61077.5296229633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyanopica cooki","Aves",1,"no data on PAs","LC","Yes","H",NA,1,1,0,22,4,11.49363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eubalaena glacialis","Mammalia",1,"no data on PAs","CR",NA,NA,NA,0,0,0,0,1,14.10040054,NA,4339804.20033418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fringilla polatzeki","Aves",1,"no data on PAs","EN","Yes","H",NA,0,0,1,0,2,8.113669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larus armenicus","Aves",1,"no data on PAs","VU","Yes","H",NA,0,0,1,0,2,1.159266,NA,62210.3812850239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larus glaucoides","Aves",1,"no data on PAs","LC",NA,"H",NA,0,0,1,0,2,1.054547,NA,62086.2251708332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larus hyperboreus","Aves",1,"no data on PAs","LC",NA,"H",NA,0,0,1,0,2,1.204762,NA,62570.5321022206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lyrurus tetrix","Aves",1,"PA data only available for subspecies","VU",NA,"H",172.42,1,1,0,11,4,4.160267,NA,55490.2853161238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monachus monachus","Mammalia",1,"no data on PAs","CR",NA,NA,NA,0,0,1,0,2,16.80653843,NA,986649.116195186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Natrix natrix","Reptilia",1,"PA data only available for subspecies","LC",NA,"H",61.53,1,1,0,79,4,11.90713582,NA,3393500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oceanodroma monteiroi","Aves",1,"no data on PAs","VU","Yes","L",NA,0,0,0,0,1,16.858019,NA,62704.3327846878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onychoprion fuscatus","Aves",1,"no data on PAs","VU",NA,"L",NA,0,0,1,0,2,4.471718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pelobates fuscus","Amphibia",1,"PA data only available for subspecies","LC",NA,"H",65.56,1,1,0,38,4,44.63869704,NA,3393500,850161.538945522,7.24,117425.626926177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perdix perdix","Aves",1,"PA data only available for subspecies","VU",NA,"L",246.86,1,1,0,110,4,5.802313456,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phalacrocorax aristotelis","Aves",1,"PA data only available for subspecies","LC","Yes","H",288.77,0,0,1,0,2,8.362546121,NA,62657.0234246938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phocoena phocoena","Mammalia",1,"no data on PAs","VU",NA,NA,NA,1,1,0,3,4,8.47088596,NA,533036.13707625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Physeter macrocephalus","Mammalia",1,"no data on PAs","VU",NA,NA,NA,0,0,0,0,1,42.23963141,NA,1000566.44053188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Podarcis cretensis","Reptilia",1,"no data on PAs","EN","Yes","H",NA,0,0,1,0,2,12.14280484,NA,6743000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Podarcis levendis","Reptilia",1,"no data on PAs","VU","Yes","L",NA,0,0,1,0,2,13.20225328,NA,6743000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polysticta stelleri","Aves",1,"no data on PAs","EN",NA,"H",NA,1,0,0,0,3,5.076587934,NA,62166.1679598642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterodroma deserta","Aves",1,"no data on PAs","VU","Yes","H",NA,0,0,0,0,1,7.098134757,NA,61626.2029612934,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salamandra atra","Amphibia",1,"no data on PAs","LC","Yes","H",NA,1,1,0,2,4,14.95559289,NA,3393500,NA,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turdoides altirostris","Aves",1,"no data on PAs","NT",NA,"H",NA,0,0,1,0,2,2.734041,NA,60209.8869183557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Amphibia",1,"no data on PAs","NT","Yes",NA,NA,0,0,1,0,2,NA,NA,6743000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
