"gbif.species","gbif.id","iucn.species","common.name","genus","family","order","class","excluded","exclusion.reason","redlist.europe","redlist.eu","endemic.europe.iucn","endemic.eu.iucn","endemic.europe.final","vuln.clim.change","aze","target.area.km2","protected.area.km2","gap.km2","perc.target.met.in.PAs.and.N2K","zoo.global","zoo.eu","genus.zoo.global","pop.zoo.global","pop.zoo.eu","max.pop.eu","second.max.pop.eu","nr.zoos.global","nr.zoos.eu","eep","esb","aark","redlist.exsitu","redlist.exsitu.needed","ed.value","edge","bodymass.g"
"Luscinia luscinia",2492542,"Luscinia luscinia","Thrush Nightingale","Luscinia","Muscicapidae","Passeriformes","Aves",0,NA,"LC","VU",NA,NA,NA,"L",0,121932.876,205883.661126,0,168.85,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,7.38792314,0,23.8
"Luscinia megarhynchos",7660710,"Luscinia megarhynchos","Common Nightingale","Luscinia","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,268720.03,917544.542435,0,341.45,1,0,0,2,0,NA,NA,1,0,0,0,0,0,0,7.384324279,0,19.6333333333333
"Luscinia svecica",4408732,"Cyanecula svecica","Bluethroat","Luscinia","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,114802.939,347060.7648909,0,302.31,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,9.519796249,0,17.3
"Lutra lutra",2433753,"Lutra lutra","Eurasian Otter","Lutra","Mustelidae","Carnivora","Mammalia",0,NA,"NT","NT",NA,NA,NA,NA,0,421758.53,1322339.519109,0,313.53,1,1,0,244,139,8,7,91,53,1,0,0,1,0,8.638305754,0,8868.69
"Lyciasalamandra helverseni",2431829,"Lyciasalamandra helverseni",NA,"Lyciasalamandra","Salamandridae","Caudata","Amphibia",0,NA,"VU","VU","Yes","Yes","Yes","L",0,407.05,237.269445,169.780555,58.29,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,17.88438066,1,NA
"Lymnocryptes minimus",2481835,"Lymnocryptes minimus","Jack Snipe","Lymnocryptes","Scolopacidae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,51418.489,93617.6429223,0,182.07,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,21.1628693,0,50.2
"Lynx lynx",2435240,"Lynx lynx","Eurasian Lynx","Lynx","Felidae","Carnivora","Mammalia",0,NA,"LC","NT",NA,NA,NA,NA,0,63801.904,103614.292096,0,162.4,1,1,0,531,371,9,7,203,137,0,1,0,1,0,7.980080822,0,19300
"Lynx pardinus",2435261,"Lynx pardinus","Iberian Lynx","Lynx","Felidae","Carnivora","Mammalia",0,NA,"CR","CR","Yes","Yes","Yes",NA,0,2448.306408,2470.341165672,0,100.9,1,1,0,14,14,4,2,6,6,0,0,0,1,1,8.438658624,1,11050
"Lyrurus tetrix",2473682,"Lyrurus tetrix","Black Grouse","Lyrurus","Phasianidae","Galliformes","Aves",0,NA,"LC","VU",NA,NA,NA,"H",0,129781.065,223768.512273,0,172.42,1,1,0,17,11,4,2,7,5,0,0,0,0,0,4.160267,0,1082.5
"Macroprotodon brevis",2455958,"Macroprotodon brevis","False Smooth Snake","Macroprotodon","Colubridae","Squamata","Reptilia",0,NA,"NT","NT",NA,NA,NA,"L",0,23656.255,70701.4493185,0,298.87,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,6.896160623,0,NA
"Macroprotodon cucullatus",7881183,"Macroprotodon cucullatus","False Smooth Snake","Macroprotodon","Colubridae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"H",0,2.195,18.10875,0,825,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,6.801908266,0,NA
"Macrovipera lebetina",2444716,"Macrovipera lebetina","West-Asian Blunt-Nosed Viper","Macrovipera","Viperidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,NA,0,915.42,2213.94327,0,241.85,1,1,0,55,5,3,1,9,2,0,0,0,0,0,8.36376158,0,NA
"Macrovipera schweizeri",2444698,"Macrovipera schweizeri","Cyclades Blunt-nosed Viper","Macrovipera","Viperidae","Squamata","Reptilia",0,NA,"EN","EN","Yes","Yes","Yes","L",0,305.59,160.832017,144.757983,52.63,1,1,0,10,6,3,0,3,2,0,0,0,0,0,8.364173192,0,NA
"Malpolon insignitus",5959662,"Malpolon insignitus","Eastern Montpellier Snake","Malpolon","Lamprophiidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,12.21268997,0,NA
"Malpolon monspessulanus",8796529,"Malpolon monspessulanus","Montpellier Snake","Malpolon","Lamprophiidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,77440.78,222766.147748,0,287.66,1,1,0,17,10,3,2,10,7,0,0,0,0,0,12.21281072,0,NA
"Marmaronetta angustirostris",2498390,"Marmaronetta angustirostris","Marbled Teal","Marmaronetta","Anatidae","Anseriformes","Aves",0,NA,"VU","EN",NA,NA,NA,"H",0,2283.857,5858.3215907,0,256.51,1,1,0,602,264,42,20,90,43,0,0,0,0,0,5.559801191,0,477
"Marmota marmota",2437377,"Marmota marmota","Alpine Marmot","Marmota","Sciuridae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,3626.985978,3719.8368190368,0,102.56,1,1,0,179,151,18,14,27,22,0,0,0,0,0,5.44851309,0,4059.15
"Martes foina",5218887,"Martes foina","Beech Marten","Martes","Mustelidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,306870.976,847700.3841024,0,276.24,1,1,0,33,13,3,2,21,8,0,0,0,0,0,9.873191701,0,1675
"Martes martes",5218878,"Martes martes","Pine Marten","Martes","Mustelidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,368749.523,1011479.941589,0,274.3,1,1,0,28,17,3,2,16,9,0,0,0,0,0,9.836948824,0,1299.99
"Mauremys leprosa",2443341,"Mauremys leprosa","Mediterranean Turtle","Mauremys","Geoemydidae","Testudines","Reptilia",0,NA,"VU","VU",NA,NA,NA,"L",0,46803.901,122116.0580991,0,260.91,1,1,0,194,103,34,16,13,12,0,0,0,0,0,17.47067466,0,NA
"Mauremys rivulata",2443384,"Mauremys rivulata","Western Caspian Turtle","Mauremys","Geoemydidae","Testudines","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,17112.183,53704.8751272,0,313.84,1,1,0,34,4,2,1,7,3,0,0,0,0,0,16.58647192,0,NA
"Mediodactylus kotschyi",2447858,"Cyrtopodion kotschyi","Kotschy's Gecko","Mediodactylus","Gekkonidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,25858.203,80478.4851969,0,311.23,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,17.70552589,0,NA
"Melanitta fusca",2498238,"Melanitta fusca","Velvet Scoter","Melanitta","Anatidae","Anseriformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","L",0,30436.832,103089.549984,0,338.7,1,0,0,6,0,NA,NA,2,0,0,0,0,0,0,3.994733961,0,1802
"Melanitta nigra",2498247,"Melanitta nigra","Common Scoter","Melanitta","Anatidae","Anseriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,31387.37,137715.224612,0,438.76,1,1,0,21,19,19,0,2,1,0,0,0,0,0,4.4489149165,0,1052
"Melanocorypha calandra",2490613,"Melanocorypha calandra","Calandra Lark","Melanocorypha","Alaudidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,69042.565,178102.200674,0,257.96,1,0,0,5,0,NA,NA,3,0,0,0,0,0,0,5.739968,0,61.6
"Meles meles",2433875,"Meles meles","Eurasian Badger","Meles","Mustelidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,414335.936,1053407.6836864,0,254.24,1,1,0,67,33,4,3,40,20,0,0,0,0,0,9.923035329,0,11884.03
"Mergellus albellus",2498285,"Mergellus albellus","Smew","Mergellus","Anatidae","Anseriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,32399.579,68236.7533319,0,210.61,1,1,0,321,237,53,20,61,39,0,0,0,0,0,4.851799802,0,610
"Mergus merganser",9537647,"Mergus merganser","Goosander","Mergus","Anatidae","Anseriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,129444.313,297048.8094724,0,229.48,1,1,0,93,69,23,12,22,14,0,0,0,0,0,2.914466,0,1470.5
"Mergus serrator",2498375,"Mergus serrator","Red-breasted Merganser","Mergus","Anatidae","Anseriformes","Aves",0,NA,"NT","NT",NA,NA,NA,"L",0,97186.933,200350.8623795,0,206.15,1,1,0,29,12,4,3,9,4,0,0,0,0,0,3.033222,0,1021.5
"Merops apiaster",2475443,"Merops apiaster","European Bee-eater","Merops","Meropidae","Coraciiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,145802.588,334850.2236008,0,229.66,1,1,0,161,142,37,27,14,12,0,0,0,0,0,5.844693086,0,56.6
"Micromys minutus",5219833,"Micromys minutus","Eurasian Harvest Mouse","Micromys","Muridae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,284746.23,530909.345835,0,186.45,1,1,0,1596,1160,122,60,74,57,0,0,0,0,0,9.684793578,0,6.99
"Microtus agrestis",2438616,"Microtus agrestis","Field Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,319845.12,833036.61504,0,260.45,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.77320343,0,35.87
"Microtus arvalis",2438606,"Microtus arvalis","Common Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,237966.361,500847.7999967,0,210.47,1,1,0,12,12,12,0,1,1,0,0,0,0,0,4.577993909,0,26.9
"Microtus bavaricus",2438594,"Microtus bavaricus","Bavarian Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"CR","CR","Yes","Yes","Yes",NA,1,26.39,0,26.39,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.802301418,0,23.167
"Microtus brachycercus",4265022,"Microtus brachycercus","Calabria Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,11792.13822,10017.42141789,1774.71680211,84.95,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.738167702,0,20
"Microtus cabrerae",2438668,"Microtus cabrerae","Cabrera's Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"VU","VU","Yes","Yes","Yes",NA,0,11322.675,30248.5262625,0,267.15,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.758530229,0,52.5
"Microtus duodecimcostatus",2438619,"Microtus duodecimcostatus","Mediterranean Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,53538.204,155228.6686776,0,289.94,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.775956218,0,22.71
"Microtus felteni",2438597,"Microtus felteni","Balkan Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,5016.317376,4692.764905248,323.552470752,93.55,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.048506831,0,39.18488604
"Microtus gerbei",2438662,"Microtus gerbei","Pyrenean Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,20765.584,34412.7258048,0,165.72,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.16715448,0,22
"Microtus guentheri",2438628,"Microtus guentheri","GÌ_nther's Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,4846.363,16077.3246162,0,331.74,1,1,0,8,8,6,2,2,2,0,0,0,0,0,4.424747178,0,49.99
"Microtus levis",4265013,"Microtus levis","East European Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,44434.631,87171.8590958,0,196.18,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.590497959,0,35.49
"Microtus liechtensteini",4265021,"Microtus liechtensteini","Liechtenstein‰Ûªs Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,11571.410277,29798.6957453304,0,257.52,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.643075106,0,23.2
"Microtus lusitanicus",2438669,"Microtus lusitanicus","Lusitanian Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,25497.074,56975.7615604,0,223.46,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.767905976,0,28.32931912
"Microtus multiplex",2438647,"Microtus multiplex","Alpine Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,11846.774,31017.2236868,0,261.82,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.640478517,0,23.16
"Microtus oeconomus",2438635,"Microtus oeconomus","Tundra Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,14372.590254,8849.2038193878,5523.3864346122,61.57,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.299386678,0,33.1
"Microtus savii",2438650,"Microtus savii","Savi's Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,18483.433,21760.5456709,0,117.73,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.736197596,0,20
"Microtus subterraneus",2438660,"Microtus subterraneus","European Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,164130.736,592183.695488,0,360.8,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.88910013,0,17.74
"Microtus tatricus",2438637,"Microtus tatricus","Tatra Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,6742.9584,9690.97981248,0,143.72,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.863066104,0,40
"Microtus thomasi",2438625,"Microtus thomasi","Thomas's Pine Vole","Microtus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,11804.097267,18668.1798277605,0,158.15,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.770570243,0,23
"Milvus migrans",5229167,"Milvus migrans","Black Kite","Milvus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,224325.142,674366.2418804,0,300.62,1,1,0,801,594,159,70,99,60,0,0,0,0,0,8.466388378,0,746.333333333333
"Milvus milvus",5229168,"Milvus milvus","Red Kite","Milvus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","LC",NA,"Yes",NA,"L",0,165092.762,557716.3685884,0,337.82,1,1,0,55,52,7,5,25,23,0,0,0,0,0,8.634745,0,1080
"Miniopterus schreibersii",9796816,"Miniopterus schreibersii","Schreiber's Bent-winged Bat","Miniopterus","Miniopteridae","Chiroptera","Mammalia",0,NA,"NT","NT",NA,NA,NA,NA,0,172854.966,450511.8978858,0,260.63,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,8.429574395,0,11.168
"Monachus monachus",2434779,"Monachus monachus","Mediterranean Monk Seal","Monachus","Phocidae","Carnivora","Mammalia",0,NA,"CR","CR",NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,16.80653843,1,294881.3
"Monticola saxatilis",2490956,"Monticola saxatilis","Rufous-tailed Rock-thrush","Monticola","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,100261.666,401457.7368306,0,400.41,1,1,0,4,4,3,1,2,2,0,0,0,0,0,5.282268,0,50.3
"Monticola solitarius",2490955,"Monticola solitarius","Blue Rock-thrush","Monticola","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,89495.502,216418.0229364,0,241.82,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,5.278448,0,53.75
"Montifringilla nivalis",2492371,"Montifringilla nivalis","White-winged Snowfinch","Montifringilla","Passeridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,20443.106,137030.139518,0,670.3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,6.771495376,0,36.9
"Montivipera xanthina",4820419,"Montivipera xanthina","Ottoman Viper","Montivipera","Viperidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,626.014,2507.8746854,0,400.61,1,1,0,9,2,2,0,4,1,0,0,0,0,0,7.666950866,0,NA
"Morus bassanus",2480964,"Morus bassanus","Northern Gannet","Morus","Sulidae","Suliformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","H",0,7795.776252,5732.2342780956,2063.5419739044,73.53,1,1,0,45,31,13,9,5,4,0,0,0,0,0,13.334484,0,2999.5
"Motacilla alba",9687165,"Motacilla alba","White Wagtail","Motacilla","Motacillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,417118.122,945648.4943862,0,226.71,1,1,0,24,11,3,2,10,7,0,0,0,0,0,5.295747,0,24.04
"Motacilla cinerea",2490310,"Motacilla cinerea","Grey Wagtail","Motacilla","Motacillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,265995.877,840174.5770922,0,315.86,1,1,0,7,3,2,1,3,2,0,0,0,0,0,5.513906,0,17.1666666666667
"Motacilla citreola",2490307,"Motacilla citreola","Citrine Wagtail","Motacilla","Motacillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,2715.943,1664.873059,1051.069941,61.3,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.679352,0,19.15
"Motacilla flava",9701857,"Motacilla flava","Yellow Wagtail","Motacilla","Motacillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,330876.598,929300.0131428,0,280.86,1,1,0,1,1,1,0,1,1,0,0,0,0,0,4.702653,0,17.7
"Mus cypriacus",NA,"Mus cypriacus",NA,"Mus","Muridae","Rodentia","Mammalia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,5253.71392,4015.938920448,1237.774999552,76.44,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.286112089,0,21.29531976
"Mus macedonicus",2438783,"Mus macedonicus","Macedonian Mouse","Mus","Muridae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,15117.805,43444.0362285,0,287.37,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,3.82401743,0,15
"Mus musculus",7429082,"Mus musculus","House Mouse","Mus","Muridae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,436057.973,964691.0536679,0,221.23,1,1,0,3139,1640,520,125,63,40,0,0,0,0,0,3.895017515,0,19.3
"Mus spicilegus",2438805,"Mus spicilegus","Steppe Mouse","Mus","Muridae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,32010.435,52282.6434855,0,163.33,1,0,0,24,0,NA,NA,3,0,0,0,0,0,0,3.898317518,0,14
"Mus spretus",2438793,"Mus spretus","Western Mediterranean Mouse","Mus","Muridae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,52349.092,124617.013506,0,238.05,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,3.899073625,0,16.67
"Muscardinus avellanarius",2439658,"Muscardinus avellanarius","Hazel Dormouse","Muscardinus","Gliridae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,240952.328,805118.1087792,0,334.14,1,1,0,78,68,52,11,4,3,0,0,0,0,0,28.37176316,0,29.19
"Mustela erminea",5219019,"Mustela erminea","Stoat","Mustela","Mustelidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,335463.785,839397.482827,0,250.22,1,1,0,4,2,1,0,4,2,0,0,0,0,0,9.994290423,0,284.5
"Mustela eversmanii",5219057,"Mustela eversmanii","Steppe Polecat","Mustela","Mustelidae","Carnivora","Mammalia",0,NA,"LC","EN",NA,NA,NA,NA,0,45343.145,81023.6658005,0,178.69,1,1,0,32,5,5,0,7,1,0,0,0,0,0,7.452564178,0,1684.21
"Mustela lutreola",5219007,"Mustela lutreola","European Mink","Mustela","Mustelidae","Carnivora","Mammalia",0,NA,"EN","CR",NA,NA,NA,NA,0,11992.912986,33991.5132762198,0,283.43,1,1,0,171,160,86,25,23,17,1,0,0,1,1,7.059374962,0,566.44
"Mustela nivalis",5218987,"Mustela nivalis","Least Weasel","Mustela","Mustelidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,419480.405,1051469.583173,0,250.66,1,1,0,4,1,1,0,3,1,0,0,0,0,0,8.479192905,0,78.45
"Mustela putorius",5218911,"Mustela putorius","Western Polecat","Mustela","Mustelidae","Carnivora","Mammalia",0,NA,"LC","NT",NA,NA,NA,NA,0,344706.603,880828.7826459,0,255.53,1,1,0,594,285,15,12,190,64,0,0,0,0,0,7.98549992,0,975.55
"Myodes glareolus",5706764,"Myodes glareolus","Bank Vole","Myodes","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,323469.65,823812.50462,0,254.68,1,1,0,114,99,38,19,7,6,0,0,0,0,0,4.556510062,0,20.73
"Myodes rufocanus",5706769,"Myodes rufocanus","Grey Red-backed Vole","Myodes","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,41134.554,96147.9065196,0,233.74,1,1,0,11,10,10,0,2,1,0,0,0,0,0,4.507706433,0,36.43
"Myodes rutilus",5706762,"Myodes rutilus","Northern Red-backed Vole","Myodes","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,13467.256,35168.3923184,0,261.14,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.569734282,0,19.94
"Myomimus roachi",2439663,"Myomimus roachi","Mouse-tailed Dormouse","Myomimus","Gliridae","Rodentia","Mammalia",0,NA,"EN","DD",NA,NA,NA,NA,0,4446.49584,3548.30368032,898.19215968,79.8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,19.10987011,1,44
"Myopus schisticolor",2439358,"Myopus schisticolor","Wood Lemming","Myopus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,50656.212,48599.5697928,2056.6422072,95.94,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,9.19114496,0,29.99
"Myotis alcathoe",4266346,"Myotis alcathoe","Alcathoe Whiskered Bat","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"DD","DD","Yes",NA,"Yes",NA,0,99660.959,411789.1164921,0,413.19,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.061860623,0,9.597169811
"Myotis aurascens",4409308,"Myotis aurascens","Steppe Whiskered Bat","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,26973.547,111203.8422169,0,412.27,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.061860623,0,9.597169811
"Myotis bechsteinii",2432427,"Myotis bechsteinii","Bechstein's Myotis","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"VU","VU",NA,NA,NA,NA,0,267826.147,927026.6426111,0,346.13,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.443838812,0,9.47
"Myotis blythii",2432414,"Myotis blythii","Lesser Mouse-eared Myotis","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"NT","NT",NA,NA,NA,NA,0,176457.679,525649.7799731,0,297.89,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,4.415638006,0,23.82
"Myotis brandtii",7261875,"Myotis brandtii","Brandt's Myotis","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,254403.633,647559.0074382,0,254.54,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.022256651,0,5.3
"Myotis capaccinii",2432430,"Myotis capaccinii","Long-fingered Bat","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"VU","VU",NA,NA,NA,NA,0,70047.985,252172.746,0,360,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.752073845,0,8.15
"Myotis dasycneme",2432452,"Myotis dasycneme","Pond Myotis","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"NT","NT",NA,NA,NA,NA,0,97764.944,330005.568472,0,337.55,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.184214938,0,15.16
"Myotis daubentonii",2432439,"Myotis daubentonii","Daubenton's Myotis","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,357972.025,1099725.8580025,0,307.21,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.771731392,0,7.63
"Myotis emarginatus",2432470,"Myotis emarginatus","Geoffroy's Bat","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,235571.149,644145.7498256,0,273.44,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.618147234,0,7.56
"Myotis myotis",2432416,"Myotis myotis","Greater Mouse-eared Bat","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,287245.608,872767.0553472,0,303.84,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.131726645,0,25.59
"Myotis mystacinus",9754263,"Myotis mystacinus","Whiskered Myotis","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,314134.677,892205.3096154,0,284.02,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.110401115,0,9.597169811
"Myotis nattereri",2432389,"Myotis nattereri","Natterer's Bat","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,366927.255,1200219.051105,0,327.1,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.052331409,0,7.25
"Myotis punicus",4266337,"Myotis punicus","Maghreb Mouse-eared Bat","Myotis","Vespertilionidae","Chiroptera","Mammalia",0,NA,"NT","NT",NA,NA,NA,NA,0,3289.834,5921.3722166,0,179.99,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.416685686,0,9.597169811
"Natrix maura",6161340,"Natrix maura","Viperine Snake","Natrix","Natricidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,96232.446,287340.4605114,0,298.59,1,1,0,71,70,26,17,10,9,0,0,0,0,0,12.72272024,0,NA
"Natrix natrix",6161347,"Natrix natrix","Grass Snake","Natrix","Natricidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"H",0,5193.17766,3195.362214198,1997.815445802,61.53,1,1,0,87,79,12,9,24,21,0,0,0,0,0,11.90713582,0,NA
"Natrix tessellata",6161327,"Natrix tessellata","Tessellated Water Snake","Natrix","Natricidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"H",0,92377.589,320254.6255452,0,346.68,1,1,0,69,53,10,7,17,12,0,0,0,0,0,11.9042302,0,NA
